sl no,date,daily travel emission,daily energy emission,daily dietary emission,daily waste emission,daily water emission,daily appliances emission,daily activity emission
415,12/2/2018,2.664,11.158,12,3.38,1.859,4.665,41.205
416,4/2/2018,3.306,16.866,2,2.97,2.954,3.296,17.942
417,11/2/2018,3.478,12.196,2,1,1,3.464,28.617
418,11/2/2018,2.219,5.205,9.086,2.95,3.317,1.541,47
419,28/2/2018,4.224,5,2,3.91,2.919,2.516,31.214
420,7/2/2018,1.435,5,12,4.93,1.265,4.387,33.856
421,5/7/2018,1.405,12.274,4.35,3.51,2.723,1,22.418
422,4/3/2018,2.656,11.462,8.634,3.44,1.432,3.275,44.463
423,11/2/2018,5,10.676,3.178,3.65,2.93,4.866,43.276
424,16/2/2018,1.522,17.443,2,3.53,3.338,3.235,45.049
425,9/6/2018,3.388,5,5.115,1.26,2.775,3.364,20.758
426,12/2/2018,5,6.077,2,3.98,1,4.705,40.697
427,17/4/2018,1.533,10.532,12,3.93,1.857,1,47
428,11/2/2018,4.139,5,12,3.37,1.866,3.955,47
429,12/2/2018,1.46,5,12,4.51,2.176,5,24.136
430,26/10/2018,2.467,5,12,1,3.473,1,21.183
431,10/1/2018,1.508,16.91,12,4.01,1.247,4.137,24.643
432,27/2/2018,4.243,5.925,6.411,1.56,2.596,4.516,34.562
433,17/2/2018,5,12.173,2,3.71,1,4.081,20.42
434,27/2/2018,1.483,13.799,2,3.4,4.64,3.56,28.523
435,19/6/2018,4.085,10.529,11.925,4.64,2.782,1,23.773
436,12/2/2018,2.72,11.187,2,4,3.39,3.604,36.315
437,11/2/2018,2.796,19.723,2.382,4.09,1.916,3.544,43.747
438,11/2/2018,5,6.548,2,1.97,1,2.377,41.445
439,3/2/2018,3.407,12.867,7.796,3.47,4.266,5,30.04
440,20/6/2018,3.427,5.925,4.44,4.62,1.905,1.613,28.159
441,27/2/2018,2.649,10.315,4.996,4.21,1.691,3.299,47
442,28/2/2018,2.519,20,11.049,3.73,2.328,4.469,41.542
443,19/6/2018,1.63,11.905,2,3.48,1.856,4.652,22.224
444,12/2/2018,2.717,13.286,6.343,2.42,2.472,3.841,21.748
445,9/2/2018,5,10.631,4.331,4.36,3.449,5,20.503
446,19/2/2018,1.705,5,9.571,2.57,2.729,1,23.938
447,25/2/2018,2.48,11.907,2,3.42,1,3.302,39.062
448,12/2/2018,3.545,14.674,9.657,3.84,2.663,5,20.425
449,12/2/2018,2.949,9.096,5.389,1.91,4.566,1.04,41.391
450,26/10/2018,3.22,6.076,2,4.17,4.601,3.295,33.801
451,14/2/2018,5,20,2,3.48,1.628,4.562,32.491
452,12/2/2018,2.537,20,3.603,1.55,1,4.49,17
453,3/3/2018,2.901,16.393,2,2.42,1.785,5,47
454,4/2/2018,3.458,5.576,2,3.61,1.53,3.405,29.408
455,8/2/2018,2.715,13.461,12,3.45,2.722,1,42.999
456,18/2/2018,3.329,20,5.94,1,1,4.674,30.206
457,22/2/2018,2.593,20,2,3.85,1,4.154,21.097
458,27/2/2018,2.322,5,9.274,3.37,4.505,3.643,37.089
459,28/2/2018,1,5,12,3.99,4.079,5,17
460,19/2/2018,1.459,10.366,6.124,1.66,1,3.141,25.699
461,19/2/2018,1.363,10.354,6.758,3.27,3.465,1.506,41.92
462,19/2/2018,5,16.225,9.422,1.94,1,4.629,17
463,12/2/2018,1.47,20,7.513,3.34,2.29,4.615,47
464,27/2/2018,2.921,10.453,6.37,3.28,2.486,2.362,33.15
465,27/6/2018,4.07,17.476,9.307,3.55,1.745,3.815,31.013
466,19/6/2018,4.202,5,12,3.98,1.428,1.287,40.052
467,5/7/2018,5,10.285,12,4.61,4.715,2.751,20.93
468,18/10/2018,2.67,11.156,2,2.08,2.788,3.73,23.186
469,10/11/2018,3.7,13.987,6.635,2.97,1,3.538,17
470,4/2/2018,4.494,16.629,8.784,1.85,3.519,2.412,47
471,11/2/2018,2.621,12.533,2,2.45,1.766,4.663,47
472,12/2/2018,1.985,10.526,12,4.01,3.773,4.365,47
473,19/2/2018,2.483,19.767,2,3.38,2.144,4.481,30.927
474,12/2/2018,1.537,6.722,12,2.57,4.078,1.828,17
475,5/2/2018,1.668,16.665,2,3.3,1,3.318,47
476,18/10/2018,5,12.205,2,4.38,2.987,3.965,33.91
477,4/3/2018,2.493,13.071,2,1.42,1.761,1,46.816
478,11/2/2018,5,18.875,2,4.61,1,3.331,32.277
479,4/2/2018,1,20,3.93,1,3.256,1.035,34.88
480,25/10/2018,4.008,5,4.212,3.45,3.263,3.328,24.844
481,11/2/2018,3.136,11.919,2,2.76,1.657,3.41,20.718
482,12/2/2018,3.293,10.337,12,2.54,5,3.66,17
483,11/2/2018,1.374,10.743,12,4.67,1,5,26.236
484,27/2/2018,2.496,5,7.812,4.34,2.469,2.36,37.236
485,9/2/2018,2.49,10.575,2,1.39,2.679,4.669,21.45
486,2/3/2019,1.355,5,12,4.24,4.222,5,20.234
487,23/10/2018,5,5,3.183,4.35,1,3.3,21.176
488,17/2/2018,5,14.476,2,3.44,3.696,3.484,39.169
489,11/11/2018,1.408,10.367,12,1,4.421,1.78,17
490,23/2/2018,2.872,20,6.533,3.87,3.009,4.018,20.275
491,25/2/2018,2.472,12.158,6.407,3.27,2.488,2.285,34.63
492,10/1/2018,4.293,16.588,12,2.6,1.919,2.526,47
493,18/10/2018,3.382,6.023,2.403,4.28,1.733,3.398,20.368
494,1/2/2018,2.056,16.618,2,1,2.485,1.614,37.601
495,4/3/2018,3.528,12.675,12,1.62,1.613,4.532,37.879
496,25/2/2018,3.505,19.397,2,3.32,1,4.168,28.017
497,25/10/2018,3.481,5,11.579,1.4,2.73,1.836,47
498,17/6/2018,3.3,6.673,9.539,5,1,3.579,29.143
499,11/2/2018,3.736,14.673,11.997,3.51,4.456,1.459,47
500,11/2/2018,2.987,5,2,2.64,3.168,2.636,42.687
501,10/11/2018,2.546,13.667,2,3.27,3.035,4.3,47
502,1/2/2018,4.132,11.975,7.372,2.42,2.418,4.842,47
503,19/2/2018,2.465,12.235,5.86,3.29,3.49,3.791,23.869
504,25/10/2018,3.091,10.308,2.699,3.43,3.47,3.956,21.848
505,28/2/2018,4.034,12.323,2,3.4,1.371,1.865,32.892
506,11/2/2018,2.639,20,2,1,2.894,2.414,27.713
507,28/2/2018,4.649,20,4.335,2.51,3.308,4.334,47
508,19/6/2018,2.6,5.417,12,1.68,1.827,3.632,40.003
509,3/2/2018,2.649,9.379,2,3.37,4.036,4.088,37.31
510,10/11/2018,4.023,10.294,7.741,1.4,3.885,1,23.479
511,27/2/2018,2.486,20,7.498,3.57,1,2.104,17
512,3/2/2018,1,5,2,4.21,1.901,3.339,30.938
513,24/1/2018,3.496,14.844,2,2.43,4.674,5,47
514,12/2/2018,2.632,5,6.037,4.29,1.817,2.185,19.535
515,22/2/2018,1.394,14.742,12,1.71,1.467,3.002,17.061
516,23/6/2018,4.416,12.57,10.494,2.31,3.079,1.329,17
517,12/2/2018,1.994,6.057,12,3.56,4.67,1.489,36.625
518,25/10/2018,2.472,16.129,2,3.78,2.535,4.289,24.065
519,25/10/2018,5,12.468,2,1.87,2.606,1,22.275
520,14/6/2018,3.045,10.335,2,1.43,5,3.194,20.28
521,12/2/2018,1.774,5,8.694,1.63,3.632,4.574,28.92
522,12/2/2018,4.407,11.164,12,1,5,3.63,22.314
523,11/2/2018,3.647,10.429,2.963,3.56,1.924,4.515,42.436
524,4/2/2018,2.663,18.937,2,1,3.506,5,21.842
525,12/2/2018,2.468,11.175,2,3.34,3.539,4.551,41.619
526,20/6/2018,1,5,12,4.53,3.397,1,21.818
527,11/2/2018,2.528,20,11.865,1.49,2.49,4.667,19.387
528,11/6/2018,2.743,10.269,6.066,2.63,3.128,1.344,20.194
529,11/2/2018,4.022,10.276,12,3.31,2.445,1.351,33.114
530,10/2/2018,1.401,13.454,12,4.27,4.227,1,19.434
531,2/2/2018,1.206,8.329,2.254,2.78,1,4.562,27.231
532,2/1/2018,4.906,13.862,5.371,2.6,3.746,3.346,29.256
533,12/2/2018,1,18.907,8.629,1.85,3.949,2.508,40.119
534,17/10/2018,3.367,5,10.955,2.66,5,3.101,47
535,11/2/2018,2.041,12.067,2,1.4,1.877,1.533,47
536,28/2/2018,1.383,5,2,1.38,1,1,43.41
537,9/2/2018,2.553,19.278,5.601,3.92,1,1,27.613
538,8/2/2018,3.316,20,8.69,1.64,1,1,40.111
539,4/2/2018,3.89,11.382,12,3.08,1,3.2,36.22
540,27/2/2018,2.617,13.56,9.348,3.88,3.555,4.149,24.711
541,10/1/2018,1,5,5.367,2.77,1.616,3.323,21.164
542,2/1/2018,2.479,13.435,2,3.35,1,4.159,28.833
543,28/2/2018,4.58,10.821,2,3.62,3.513,3.635,31.126
544,19/6/2018,3.355,13.053,5.793,1,3.339,4.417,47
545,26/10/2018,3.305,5,2,4.05,4.622,3.534,35.322
546,23/10/2018,2.219,10.858,2,1.63,3.463,2.835,17
547,20/6/2018,1.596,5,12,5,3.521,3.095,25.423
548,19/2/2018,1.378,17.209,2,1.39,2.462,4.576,33.888
549,3/2/2018,1.575,7.774,8.044,1.45,2.533,2.984,17
550,19/2/2018,2.502,20,2.368,1.44,1.814,5,26.564
551,1/2/2018,3.439,15.222,3.873,1,1.108,3.696,47
552,10/7/2018,2.526,9.027,4.315,4.55,3.022,1.161,20.963
553,4/2/2018,3.059,14.485,12,5,3.967,4.697,28.606
554,15/2/2018,2.786,5.23,2,3,3.622,3.317,47
555,1/2/2018,4.81,20,6.033,3.92,1.008,4.084,44.165
556,20/2/2018,2.476,20,5.667,3.29,1,4.21,47
557,3/2/2018,1.669,13.902,5.393,3.69,4.252,3.527,47
558,9/6/2018,1.373,20,9.464,4.27,2.176,1.135,37.257
559,25/2/2018,1.356,10.301,10.215,1.45,2.315,4.449,20.783
560,3/2/2018,2.462,11.358,12,1.43,3.597,3.34,46.969
561,3/2/2018,1.443,13.213,5.752,4.6,2.116,3.275,17
562,19/2/2018,2.538,14.79,4.03,2.43,1.392,5,38.507
563,25/2/2018,2.604,10.798,11.85,3.47,3.516,1.855,27.846
564,3/2/2018,3.037,20,2,1.7,2.463,3.349,43.913
565,12/2/2018,1,5,10.102,1.92,1.923,1,38.149
566,26/2/2018,4.821,5.705,9.745,1.69,3.517,1,47
567,11/2/2018,1,6.091,12,3.57,1.903,5,21.887
568,20/2/2018,4.326,20,12,4.46,1.454,5,38.576
569,11/2/2018,1.535,14.145,2,2.64,1,1,26.167
570,11/2/2018,1.156,5,2.692,3.3,1.892,5,17
571,20/6/2018,1.42,13.477,4.186,1.09,1.922,1.908,34.87
572,19/6/2018,2.471,10.321,4.512,1.41,3.526,2.374,24.951
573,19/6/2018,2.645,10.317,8.777,3.47,1,1.871,17
574,11/2/2018,2.524,10.99,5.223,3.28,1,1.907,47
575,12/2/2018,1,12.972,6.813,1.53,3.055,4.614,21.257
576,12/2/2018,1,9.453,12,4.32,5,1.821,34.825
577,9/2/2018,2.68,5,10.135,3.33,1.257,5,46.283
578,3/2/2018,2.485,20,8.329,3.46,3.396,2.887,41.612
579,25/10/2018,2.975,5,12,3.03,4.219,4.664,21.871
580,4/2/2018,1,15.143,12,2.84,3.246,1.8,46.444
581,11/2/2018,2.562,20,3.418,1.39,1.307,1.957,36.133
582,4/2/2018,1.062,12.421,6.726,2.25,5,3.841,17
583,19/6/2018,5,5,5.735,2.57,1,3.295,28.947
584,12/2/2018,2.548,17.026,2,2.46,1,4.522,41.468
585,11/2/2018,3.308,11.518,8.52,3.29,1.834,5,28.16
586,11/2/2018,1.617,5,5.709,2.57,1.539,2.722,29.974
587,2/2/2018,2.396,19.354,4.313,3.42,3.925,3.837,38.367
588,11/2/2018,2.609,5,5.289,3.3,4.579,4.644,47
589,4/2/2018,2.462,5,12,3.5,3.367,1.95,21.463
590,11/2/2018,4.005,20,9.746,2.44,2.882,4.697,22.475
591,28/2/2018,4.467,9.079,2.916,3.35,1.888,3.568,47
592,20/2/2018,2.217,11.559,2,1,1,3.469,31.994
593,11/2/2018,1,13.473,7.199,2.88,2.796,2.444,38.303
594,23/6/2018,1,5,12,2.67,3.367,4.802,36.019
595,12/2/2018,2.856,20,3.585,4.21,1,2.549,42.431
596,13/2/2018,5,18.756,2,3.44,4.575,4.683,38.314
597,11/6/2018,1,5,11.456,4.52,2.704,3.612,21.784
598,11/2/2018,1,10.557,2,1.59,1.077,3.301,23.368
599,15/2/2018,1.033,10.661,2,1,1,4.532,27.437
600,25/10/2018,3.225,10.426,6.646,3.27,1.47,4.625,27.464
601,17/2/2018,2.905,20,2,3.44,1.084,1,47
602,11/2/2018,2.666,13.805,3.059,3.42,1.803,4.023,42.201
603,9/2/2018,2.697,17.483,9.176,4.36,5,4.674,30.37
604,4/2/2018,5,9.209,2,1,2.474,4.44,17
605,19/6/2018,2.755,10.595,5.999,3.95,3.637,3.594,47
606,19/2/2018,2.516,19.688,2,3.39,3.94,4.063,27.194
607,10/11/2018,2.474,11.238,12,4.47,5,1.099,20.792
608,10/11/2018,1,11.112,2,3.28,5,4.593,21.075
609,4/2/2018,4.016,20,4.014,1.39,3.256,4.63,17.851
610,3/1/2018,1,20,7.049,2.78,1.848,3.628,27.831
611,12/6/2018,5,5,2.126,4.7,1.483,3.284,21.213
612,19/6/2018,3.471,5,2,3.64,3.649,4.638,26.136
613,27/2/2018,2.473,5,12,3.51,5,5,22.144
614,11/2/2018,2.477,11.683,12,2.33,2.039,3.485,27.137
615,11/2/2018,3.249,10.674,2,2.5,1,4.413,24.614
616,9/2/2018,3.063,18.895,4.408,1.86,1.875,3.338,42.498
617,11/2/2018,4.507,20,2,2.42,2.813,5,47
618,4/2/2018,3.74,5,8.77,3.38,4.318,4.78,34.125
619,3/2/2018,2.361,10.369,2,4.47,1.884,4.346,44.95
620,18/2/2018,3.289,20,2,1.38,1,4.447,28.284
621,12/2/2018,3.519,12.855,7.13,2.78,3.284,4.226,46.836
622,19/6/2018,1.363,12.393,7.278,3.81,4.495,3.376,21.78
623,12/2/2018,3.288,15.167,2,2.42,2.256,1.426,29.013
624,11/6/2018,2.516,12.391,12,4.9,2.245,1.36,34.768
625,10/11/2018,1.518,14.52,2,2.48,3.373,1,17
626,17/2/2018,3.417,19.915,9.534,3.01,1.935,4.703,22.072
627,12/2/2018,1.934,17.99,7.557,3.47,1.193,5,37.884
628,25/2/2018,3.017,20,6.461,1,3.438,3.421,26.045
629,20/2/2018,3.298,13.131,8.049,1,1.623,2.458,47
630,1/2/2018,5,5,7.142,3.78,2.255,1,40.286
631,27/2/2018,2.632,11.887,12,4.71,1,2.557,20.487
632,20/2/2018,2.483,20,6.616,3.27,1,4.534,21.487
633,11/11/2018,3.406,12.741,12,4.92,2.55,4.492,20.628
634,17/2/2018,4.2,14.622,2,4.19,1,3.326,36.521
635,11/2/2018,3.395,10.392,12,1.78,1.224,2.116,17
636,18/6/2018,1.775,10.317,9.428,3.29,3.521,5,25.091
637,12/2/2018,2.491,8.486,2,2.44,1,1.745,42.021
638,4/3/2018,4.088,10.848,5.656,4.45,5,4.337,20.049
639,4/2/2018,2.504,11.059,12,5,3.329,4.201,26.607
640,26/10/2018,3.359,10.681,9.264,3.35,2.924,4.484,21.252
641,2/11/2018,5,5,12,3.81,3.107,3.946,17
642,3/11/2018,2.469,18.64,2,3.51,2.697,4.393,17
643,25/10/2018,2.317,10.801,2,3.38,4.587,5,35.758
644,12/2/2018,2.966,20,2,4.08,2.511,1,34.665
645,9/2/2018,2.476,6.568,3.183,2.51,2.053,3.482,45.227
646,27/2/2018,1,10.495,2,2.91,4.762,3.809,17
647,28/2/2018,3.463,5,12,3.83,2.505,4.375,45.12
648,11/2/2018,3.438,13.528,2,5,3.02,3.011,44.11
649,27/2/2018,2.125,12.903,7.127,4.48,4.599,1,47
650,12/2/2018,1,5,9.502,5,4.384,1.181,24.386
651,20/2/2018,4.596,12.799,5.941,3.29,1.029,1.017,23.124
652,3/2/2018,2.502,13.049,2,1.49,4.249,2.716,47
653,27/2/2018,3.405,5,8.14,1.47,3.511,3.36,17
654,11/2/2018,2.103,5,11.799,5,1.713,4.109,42.27
655,25/10/2018,4.777,5,12,3.54,4.195,3.105,21.629
656,11/1/2018,2.739,6.897,6.149,1.44,1.25,3.677,21.021
657,20/6/2018,2.861,5,12,1.52,3.532,1,42.562
658,3/2/2018,3.01,13.782,10.557,4.39,2.47,1,34.91
659,19/2/2018,4.486,11.299,12,3.22,4.592,4.33,35.506
660,7/2/2018,3.189,19.85,2.847,5,1,4.558,28.973
661,12/2/2018,2.633,11.523,12,4.44,4.709,4.665,30.898
662,12/2/2018,1.63,6.133,2,3.3,1.379,3.603,28.32
663,19/2/2018,3.405,5,2,1.53,2.612,4.516,20.208
664,12/2/2018,2.476,5,4.369,5,3.469,3.065,42.999
665,4/2/2018,3.454,15.069,11.948,3.21,3.269,3.498,20.536
666,10/2/2018,3.527,12.662,2.05,1.39,1,4.347,47
667,12/2/2018,5,5.43,2.965,3.31,3.692,4.69,44.761
668,12/2/2018,5,15.719,12,2.38,1.444,4.584,20.817
669,17/2/2018,1,17.162,3.783,1,3.099,2.686,38.728
670,9/2/2018,5,10.665,2,1.38,1,4.1,47
671,10/6/2018,1.541,5,5.847,4.59,3.253,3.61,20.203
672,12/2/2018,5,5,12,1.93,4.714,4.513,40.132
673,3/2/2018,3.2,20,2,1.68,1.081,4.622,41.933
674,20/2/2018,3.434,10.324,12,1.92,1.633,3.524,17
675,3/2/2018,1.416,11.369,8.327,3.58,1,1,46.721
676,10/2/2018,2.701,10.74,2.052,4.4,1.484,3.32,23.318
677,19/2/2018,1,5.594,6.679,2.54,1.005,4.213,26.617
678,3/2/2018,3.159,14.579,7.44,1.4,3.338,1.26,42.621
679,19/2/2018,3.454,16.002,2,3.49,3.453,4.124,41.989
680,20/2/2018,3.287,20,2.391,2.44,3.184,3.536,47
681,3/2/2018,4.924,15.853,11.882,3.74,3.724,3.582,30.053
682,11/6/2018,4.075,10.52,12,3.67,3.6,3.719,26.468
683,28/2/2018,1,12.379,12,3.7,3.434,4.439,47
684,11/2/2018,1.625,5,2.693,5,3.315,3.284,42.583
685,1/2/2018,5,7.082,2.571,4.68,3.142,1,27.637
686,13/1/2018,1,15.469,2,4.3,1.099,1.351,35.899
687,3/11/2018,2.488,5,7.863,3.38,1,1,22.21
688,25/10/2018,1.394,10.514,12,3.46,4.355,3.337,38.897
689,17/2/2018,1,20,2,3.3,1,1.47,47
690,11/2/2018,2.748,18.546,2.118,2.75,2.619,1,42.359
691,11/2/2018,3.498,11.623,2.584,3.49,2.807,4.236,47
692,9/2/2018,1.604,18.741,2,1,1,1.806,17
693,28/2/2018,2.63,10.714,10.52,3.95,4.855,4.692,42.391
694,20/2/2018,2.926,17.031,8.606,1.82,1.771,2.681,32.234
695,4/2/2018,1.479,12.762,12,3.05,2.618,4.872,29.926
696,2/2/2018,1,20,11.749,3.29,3.371,4.689,32.602
697,27/2/2018,4.153,5,2.601,1,2.641,5,17
698,12/2/2018,3.347,14.262,2,1,1.127,3.851,37.18
699,11/2/2018,2.793,13.177,12,3.5,1.658,5,42.833
700,2/3/2019,1.586,10.63,7.56,4.04,2.985,1.905,19.862
701,24/10/2018,4.071,10.72,6.784,2.46,1.876,4.448,34.384
702,12/2/2018,1,13.309,9.133,3.32,2.504,4.178,41.075
703,28/2/2018,3.985,16.042,5.673,3.96,2.467,5,17
704,10/2/2018,1.761,20,2,2.44,4.503,1.592,25.527
705,4/2/2018,4.833,9.612,4.993,3.48,5,1.738,29.557
706,20/6/2018,2.621,5,5.417,4.36,1,3.43,31.85
707,28/2/2018,2.485,10.348,11.618,1,4.477,4.696,25.736
708,9/2/2018,1.516,10.324,2,4.14,4.969,3.059,21.56
709,11/2/2018,1,10.601,4.414,2.64,1,2.479,38.394
710,11/2/2018,1.549,20,2,1.39,2.57,1,47
711,1/2/2018,3.155,19.906,2,3.39,2.676,4.618,43.969
712,12/2/2018,4.139,5,5.891,2.51,1,3.863,17
713,28/2/2018,2.464,11.73,3.301,3.84,2.859,3.798,24.851
714,28/2/2018,4.582,5,10.664,3.36,4.312,1.015,47
715,9/2/2018,1.753,5,4.366,2.34,3.274,4.894,27.866
716,10/2/2018,4.848,5,8.677,1.38,1.944,1.876,47
717,28/2/2018,5,10.509,2.607,4.45,3.483,4.418,40.793
718,11/2/2018,1.084,20,2,3.64,3.356,1.635,41.718
719,4/2/2018,4.859,20,2,1,2.662,3.599,47
720,3/2/2018,1,5,8.038,2.5,2.607,3.184,23.559
721,2/2/2018,4.05,10.916,12,3.35,1,1.595,25.962
722,11/11/2018,1.353,14.97,2,3.87,1,2.513,17
723,3/2/2018,2.504,16.412,10.866,1.52,1.402,1,17
724,30/10/2018,1.486,5,8.57,2.51,3.156,2.53,44.162
725,27/2/2018,2.465,10.597,12,3.36,2.539,1.315,22.797
726,11/2/2018,1,10.878,2,3.4,2.49,4.181,39.788
727,4/2/2018,4.68,6.372,5.948,4.6,2.287,4.581,41.3
728,8/2/2018,1,12.131,2.919,5,4.289,2.371,31.783
729,28/2/2018,4.659,15.584,6.59,1,2.524,1,20.009
730,5/2/2018,2.26,14.308,2,4.41,3.943,2.548,21.148
731,10/2/2018,1.526,20,6.399,3.28,5,4.707,47
732,11/2/2018,4.222,10.45,2.71,3.74,1.389,1.803,30.155
733,12/2/2018,1.686,5,10.353,3.36,1.69,5,27.902
734,1/3/2018,2.574,20,2,4.26,3.036,5,20.163
735,20/6/2018,1.375,10.429,12,4.16,1.915,4.358,47
736,27/2/2018,3.189,5,5.958,2.84,1.519,1,47
737,11/6/2018,3.582,10.492,12,3.49,4.565,4.331,20.892
738,27/2/2018,1.24,18.601,2,3.29,3.971,3.449,37.221
739,3/2/2018,2.47,13.87,2,1.45,1.632,3.601,33.988
740,1/2/2018,3.428,14.42,2.656,3.28,5,4.315,47
741,9/2/2018,1.362,17.486,2,4,1.876,2.434,47
742,23/9/2018,3.921,11.883,4.748,3.42,4.48,3.59,47
743,9/2/2018,2.652,17.288,7.226,1,3.525,4.687,47
744,19/6/2018,4.451,5,12,4.59,5,3.499,47
745,12/2/2018,2.477,20,6.775,1.52,2.677,3.491,26.969
746,17/10/2018,1,12.383,8.053,3.11,1,4.365,21.56
747,16/2/2018,1.365,8.036,2,3.74,1.783,3.344,21.868
748,25/2/2018,5,15.919,10.214,2.51,3.384,4.672,20.124
749,10/1/2018,2.475,5.911,2,1.81,4.157,1,29.154
750,19/6/2018,5,11.24,12,1.9,1.697,5,38.026
751,20/6/2018,4.045,10.265,12,3.34,1.905,1,17
752,27/2/2018,3.058,19.832,2,2.98,1.394,3.838,36.508
753,25/2/2018,2.58,16.257,2,1,2.587,1,47
754,12/2/2018,3.375,12.337,6.564,1.63,1.91,4.612,32.761
755,16/2/2018,1,20,7.677,2.48,2.634,4.301,47
756,11/2/2018,5,13.221,3.556,1.19,3.855,4.312,24.968
757,4/2/2018,3.015,6.457,9.841,1,3.22,1.917,42.147
758,11/2/2018,3.764,20,2,4.21,1.412,4.637,47
759,3/2/2018,1.957,5,7.608,2.34,4.66,3.296,47
760,3/3/2018,4.468,17.998,2,3.3,3.264,3.469,33.531
761,28/2/2018,1.779,5,2,3.3,4.108,4.157,38.525
762,12/2/2018,1.351,5,12,4.52,1.652,3.331,21.079
763,28/2/2018,5,19.672,2,2.42,1,4.627,47
764,10/2/2018,2.465,11.104,6.254,2.46,1.195,2.182,47
765,12/2/2018,4.1,5,12,2.5,1,1.284,17
766,26/10/2018,3.479,18.405,10.535,3.4,1.54,4.126,47
767,9/2/2018,3.445,10.982,8.388,3.38,2.071,5,45.62
768,27/2/2018,2.463,16.444,11.333,1.58,1.73,2.451,23.492
769,16/2/2018,2.884,5,2,1.92,3.493,3.343,47
770,20/2/2018,2.818,8.57,6.213,4,4.102,1.891,21.686
771,14/2/2018,4.206,5,5.652,5,5,4.662,21.549
772,18/2/2018,2.823,18.49,2,3.59,1.4,2.408,30.89
773,18/10/2018,1.942,10.739,7.231,3.77,2.641,1.46,43.82
774,27/2/2018,3.296,12.186,2,1,3.537,4.117,31.854
775,12/2/2018,1.401,11.103,12,1,4.552,4.968,44.353
776,11/2/2018,1,5,12,2.29,2.205,2.37,44.559
777,27/2/2018,2.673,12.557,12,3.29,1,3.598,40.734
778,12/2/2018,4.076,11.057,7.882,2.45,1.737,1.648,45.773
779,10/1/2018,2.875,19.829,2,3.38,1.857,2.885,24.582
780,19/2/2018,4.046,10.493,12,3.4,3.386,3.799,22.54
781,15/9/2018,4.963,5,6.134,3.05,1.775,3.292,47
782,4/2/2018,1.585,14.937,12,2.58,4.329,1.81,36.919
783,5/7/2018,1.457,10.273,12,2.5,3.406,4.373,47
784,2/2/2018,2.532,19.849,11.716,1.42,3.489,1.827,47
785,12/2/2018,1,10.418,12,1.84,3.314,4.782,27.564
786,10/1/2018,1.364,17.874,2,2.42,4.145,3.616,43.156
787,12/2/2018,1,7.612,8.795,2.46,2.586,2.389,36.084
788,4/2/2018,1,19.148,3.778,3.53,3.989,1,21.211
789,9/2/2018,5,5,2,1.98,2.62,1.429,33.468
790,19/2/2018,1.385,10.376,8.905,4.12,3.505,2.425,17
791,11/2/2018,2.805,5,12,1.94,4.92,4.549,26.024
792,9/11/2018,3.314,18.941,2,4.47,1,2.363,17
793,4/2/2018,1,13.233,2,2.71,3.598,4.102,25.564
794,11/2/2018,2.464,10.725,12,2.85,3.511,4.338,17
795,12/2/2018,2.507,12.864,12,1.81,2.519,5,17
796,25/10/2018,5,10.76,9.366,3.71,2.531,4.623,47
797,28/2/2018,3.576,11.631,9.593,3.81,2.517,3.52,17
798,11/2/2018,2.482,12.305,4.497,1,2.664,1.547,47
799,27/2/2018,2.686,16.206,12,2.55,2.909,5,43.659
800,12/2/2018,2.469,12.93,2.936,1.67,4.11,2.42,28.527
801,12/2/2018,2.637,11.202,4.25,2.44,1.69,5,47
802,11/2/2018,2.464,10.292,2,2.3,4.393,1.317,25.834
803,19/6/2018,2.619,10.299,12,1.72,3.45,3.154,22.495
804,11/2/2018,3.008,14.925,5.83,3.27,1,1.2,36.493
805,8/11/2018,4.322,10.547,12,4.24,3.107,2.663,24.482
806,12/2/2018,1.532,10.371,8.134,3.39,1.619,4.332,18.932
807,20/2/2018,4.184,11.474,7.841,4.21,2.512,4.046,39.165
808,11/2/2018,3.423,5,2,4.24,1,3.76,47
809,23/6/2018,1.576,5,8.593,3.5,1.046,4.309,33.668
810,11/2/2018,5,15.339,4.913,2.6,5,4.417,40.791
811,11/2/2018,3.578,7.013,5.713,1,2.566,4.692,21.224
812,26/2/2018,3.321,14.192,2,3.27,2.621,4.613,23.359
813,10/11/2018,4.196,20,2,2.63,1,1,20.462
814,11/2/2018,4.024,8.318,2.556,2.42,3.985,5,26.52
815,4/2/2018,3.542,11.262,9.88,1.77,1,4.081,20.048
816,1/2/2018,1.368,14.967,9.983,3.84,4.57,4.631,17
817,4/2/2018,1.377,12.235,2,3.29,1.866,4.585,26.012
818,20/2/2018,1.348,20,6.821,2.74,1,3.278,19.85
819,27/2/2018,4.494,20,9.263,2.72,1,4.656,19.213
820,10/2/2018,5,10.99,6.359,4.01,1.563,3.955,33.159
821,25/10/2018,5,5,2,3.32,1,4.48,21.727
822,26/10/2018,3.46,5,11.201,2.98,5,1.598,17.338
823,3/3/2018,3.067,14.384,2,3.34,1,3.124,30.902
824,11/2/2018,2.596,20,5.366,3.28,3.269,1.885,39.348
825,11/2/2018,3.151,16.016,2.135,3.6,1.546,3.461,31.84
826,27/2/2018,2.71,12.774,9.522,3.33,1.744,3.609,37.82
827,11/2/2018,1.726,10.392,2,3.9,1.203,3.295,21.382
828,27/2/2018,1.591,20,2,3.27,3.257,4.813,33.267
